,"Брусок 42*33 чист","ДСтП 38мм","п/м хв. 40мм","Шл.шкурка ткань60-80  (1115х2150)","п/м бук 36мм","Скоба Акес","ХДФ 3мм","Брусок 1800х16х51,5","2-у кратная заготовка профиль 552(шпон Венге)","2-у кратная заготовка профиль 552(шпон Сапели)","2-у кратная заготовка профиль 552(шпон дуб514)","2-у кратная заготовка профиль 552(шпон Тик)","2-у кратная заготовка профиль 552(шпон дуб седой)","Термонить","Шлиф. лента на сцепл. основе","Клеевая нить","Клей Дорус МД 072","FOLCO-LIT D2EX","Шл.губка №180","ДСтП 16мм","шл.шкурка Р120-150","Шпон файн.лайн.SBT2R514/Х3РТ","Бусок 39*28 чист","Бусок 39*28 грязн.","Брус срощенный     1800х130х45","V-гвоздь Н=15мм","Скоба упаковочная 80/16","Шпилька Омер 6/26","Шпон ф.л. Дуб седой ТВТ 2В 1960/00/XV","Шпон ф.л. Дуб 2R 377/ХV","Шпон ф.л. Дуб 2R 377/F1","Шпон зебрано 7Т 235/00/Y17","Шпон тик ST 2T 96/00/Y17","Шпон макоре радиал. АВ","Шпон вишня"," Шпон сапеле радиал. ","Шпон ф.л. Венге 2R 38V","Шпон ф.л. дуб белен SBT 2R510","Шпон ф.л. нац.орех 270/XV","Шпон ф.л. нац.орех 270 FN","Шпон тем. Дуб 528/Y19","Шпон тем. Дуб 528/F1","Шпон тем. Дуб 524/Y17","Шпон Сипо","Шл.губка","Клей-расплав Дорус 621","Смола КФЖ","Хлористый аммоний","шл.шкурка тканьР100   (100х50м)","шл.шкурка бумР120   (115х50м)","шл.шкурка бум      Р180-240  (150х5030)","шл.шкурка бум   Р150-220   (2620х1130)","Скоба 80/08","Шпатлевка","Кромочный матер. Милан.ор.","Кромочный матер. Итал.ор","Сотовое  заполнение Н=33,5","Сотовое  заполнение Н=28,5","рамка багет. Бекар 11-2 ясень ПГ","рамка багет. Бекар 11-2 ясень ПО","Паста L0071","Лак НЦ кнехоцель","Растворитель №646","Шл.шкурка бум     Р300-400   (2620х1130)","Шл.шкурка бумР150   (115х50м)","Шл.губка","Упаковка ""LUKITURI"" 2000*143","Упаковка 2100*200","Упаковка 2100*500","Пленка п/э 0,05мм","Скотч (66м)","Скоба упаковочная 80/16","Краситель Е-50","Шпилька Сенко AZ13","Герметик силиконовый","Протектор угловой (зеленый)","Стекло узорч. ","Стекло Мистлайт","Профиль погонаж. Милан.ор","Профиль погонаж. итал.ор","Скоба угл. Н-15","Шпилька Омер 12/25","Шпилька Омер 6/26","Лак ПУ","Отвердитель INUR0038","Восковый карандаш","ацетон","Краситель патина (золото)","Краситель водный","Краситель Р33","Шпатлевка УФ-праймер","Лак водный Икра 097Е30","Грунт Уф праймер","рамка багетная береза ПГ","рамка багетная береза ПО","рамка багет Бекар 12-2  ПГ","рамка багет. Бекар 12-2  ПО","Коробка Пальмира без отд. Дуб","Коробка Пальмира без отд. Виш","Коробка Пальмира без отд. Бел.Дуб","Коробка Пальмира без отд. Орех","шл.губка","шл.лента ткань     Р150-180  (100*2800)","Лак водный  ""ICRA""","Грунт п/у  FPUR 0038","заглушка №12 милан.","Скоба упак 80/16","петля","уплотнитель красно-коричневый","уплотнитель бежевый"," Гофрокартон 2150*330     ""TISCHLER"" (кор.стойки)"," Гофрокартон 1060*246     ""TISCHLER"" (кор. Планки)","уплотнитель светло-бежевый","гайка опорная","винт опорный","Пленка п/э","Лента п/п","Уголок пластиковый","Пленка стрейч","Коробка Сити без отдел. Бел.дуб","Коробка Сити без отдел. Орех","Коробка Сити без отдел. вишня","Коробка Сити без отдел. Венге","Замок для ленты(Скоба С:1,1)","Коробка Фламенко венге","Коробка Фламенко дуб бел.","Коробка Фламенко кр.дер","Коробка Фламенко орех","Коробка Фламенко дуб","Скотч","наличник сфера дуб","наличник сфера бел.дуб","наличник сфера орех","наличник сфера вишня","наличник сфера венге","наличник сити бел.дуб","наличник сити орех","наличник сити вишня","наличник сити венге","Уплотнитель ""шоко""","Бумага писчая","разбавитель DILL 0403","Заглушка   №14 милан.","наличник капля","коробка Юпитер","наличник гладкий","Профиль 552 тик","Профиль 552венге","Профиль 552 дуб 514","Профиль 552 сапеле","Профиль 551дуб 514","Стекло сатината","Краситель водный ВАПА(красное дерево)","Рамка Респект ПГ","Рамка Респект ПО","шл.шкурка ткань      Р150-180  (80х2950)","шл.бобина D150х30  dп32мм М63","шл.лента ткань     Р120  (100*2800)","шл.круг (скотч-брайт)     Р240-280  ","Пакет п/этилен. для фурнитуры"," Гофрокартон 1330*246     ""TISCHLER"" (кор. Планки)","заглушка №12 итал.","заглушка №14 итал.","Уплотнитель ""Контур""   милан."," Гофрокартон 2070*77     ""LUKITURI"" (кор.стойки)"," Гофрокартон 1330*73     ""LUKITURI""   (кор. Планки)"," Гофрокартон 1060*73     ""LUKITURI""   (кор. Планки)","Паста черная","Паста желтая","Паста красная","Упаковка ""БЕКАР"" 2000*143","Протектор угловой (белый)"
"Респект 26-2 ПГ 900 шпон дуб 528","0,0080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 600 шпон дуб 377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 600 шпон дуб 528","0,0072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 700 шпон дуб 377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 700 шпон дуб 528","0,0074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 800 шпон дуб 377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 800 шпон дуб 528","0,0077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 900 шпон дуб 377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект 26-2 ПО 900 шпон дуб 528","0,0080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Респект ПГ 550 укороченное","0,017","0,005","0,006",,,"86,000","2,748",,,,,,,,,"0,004",,,,"0,656","0,009","3,490",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,386","0,004",,"0,040","0,004",,,"0,004",,,,,,,,"1,346","0,444","0,012",,"0,100","2,000","0,400","0,450","0,112","0,075","12,000","0,002","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПГ 600","0,017","0,005","0,006",,,"86,000","2,748",,,,,,,,,"0,004",,,,"0,656","0,009","3,490",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,386","0,004",,"0,040","0,004",,,"0,004",,,,,,,,"1,346","0,444","0,012",,"0,100","2,000","0,400","0,450","0,112","0,075","12,000","0,002","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПГ 600 укороченное","0,017","0,005","0,006",,,"86,000","2,748",,,,,,,,,"0,004",,,,"0,656","0,009","3,490",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,386","0,004",,"0,040","0,004",,,"0,004",,,,,,,,"1,346","0,444","0,012",,"0,100","2,000","0,400","0,450","0,112","0,075","12,000","0,002","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПГ 700","0,017","0,008","0,008",,,"86,000","3,196",,,,,,,,,"0,004",,,,"0,840","0,012","4,042",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,437","0,005",,"0,048","0,005",,,"0,004",,,,,,,,"1,491","0,487","0,014",,"0,100","2,000","0,500","0,550","0,128","0,093","12,000","0,002","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПГ 800","0,017","0,009","0,010",,,"86,000","3,642",,,,,,,,,"0,004",,,,"1,025","0,014","4,592",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,488","0,004",,"0,053","0,005",,,"0,008",,,,,,,,"1,623","0,598","0,016",,"0,100","2,000","0,667","0,717","0,144","0,111","12,000","0,004","60,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПГ 900","0,020","0,011","0,012",,,"86,000","4,090",,,,,,,,,"0,004",,,,"1,135","0,016","5,096",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,549","0,006",,"0,062","0,005",,,"0,008",,,,,,,,"1,766","0,600","0,018",,"0,100","2,000","0,667","0,717","0,160","0,125","12,000","0,004","60,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,
"Респект ПО 600","0,017","0,005","0,006",,,"86,000","2,748",,,,,,,,,"0,004",,,,"0,199","0,003","2,408",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,114","0,003",,"0,028","0,001",,,"0,003",,,,,,,,"1,209","0,403","0,007",,"0,100","2,000","0,400","0,450","0,112","0,075","12,000","0,002","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,
"Респект ПО 700","0,017","0,008","0,008",,,"86,000","3,196",,,,,,,,,"0,004",,,,"0,255","0,004","2,672",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,335","0,004",,"0,032","0,002",,,"0,003",,,,,,,,"1,298","0,429","0,009",,"0,100","2,000","0,500","0,550","0,128","0,093","12,000","0,003","50,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,
"Респект ПО 800","0,017","0,009","0,010",,,"86,000","3,642",,,,,,,,,"0,004",,,,"0,311","0,004","2,938",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,364","0,003",,"0,034","0,002",,,"0,005",,,,,,,,"1,338","0,498","0,010",,"0,100","2,000","0,667","0,717","0,144","0,111","12,000","0,004","60,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,
"Респект ПО 900","0,020","0,011","0,012",,,"86,000","4,090",,,,,,,,,"0,004",,,,"0,344","0,005","3,270",,,,,,,,,,,,,,,,,,,,,,,,"0,088","0,412","0,005",,"0,040","0,002",,,"0,005",,,,,,,,"1,453","0,500","0,012",,"0,100","2,000","0,667","0,717","0,160","0,125","12,000","0,004","60,000",,"4,000",,,,,,,,,,,"0,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,
"Танго ПГ 550 укороченное шпон тик",,,,"0,010",,"36,000","2,748",,,,,,,,,"0,030",,,,,,,"0,0057","0,0014",,,"4,000",,,,,,"4,714",,,,,,,,,,,,"0,010","0,061","0,544","0,005",,"0,001","0,010","0,010",,"0,002",,,,"1,128",,,,,"0,015","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,041","0,432","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПГ 600 шпон тик",,,,"0,010",,"36,000","2,748",,,,,,,,,"0,030",,,,,,,"0,0057","0,0014",,,"4,000",,,,,,"4,714",,,,,,,,,,,,"0,010","0,061","0,544","0,005",,"0,001","0,010","0,010",,"0,002",,,,"1,128",,,,,"0,015","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,041","0,432","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПГ 600 укороченное шпон тик",,,,"0,010",,"36,000","2,748",,,,,,,,,"0,030",,,,,,,"0,0057","0,0014",,,"4,000",,,,,,"4,714",,,,,,,,,,,,"0,010","0,061","0,544","0,005",,"0,001","0,010","0,010",,"0,002",,,,"1,128",,,,,"0,015","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,041","0,432","0,060",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПГ 700 шпон тик",,,,"0,012",,"36,000","2,748",,,,,,,,,"0,030",,,,,,,"0,0059","0,0014",,,"4,000",,,,,,"5,263",,,,,,,,,,,,"0,010","0,061","0,633","0,006",,"0,001","0,012","0,011",,"0,002",,,,"1,333",,,,,"0,015","0,006",,"0,040","2,000",,"0,550","0,128","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,048","0,500","0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПГ 800 шпон тик",,,,"0,013",,"36,000","3,643",,,,,,,,,"0,030",,,,,,,"0,0061","0,0014",,,"4,000",,,,,,"5,845",,,,,,,,,,,,"0,010","0,061","0,721","0,007",,"0,001","0,014","0,013",,"0,002",,,,"1,538",,,,,"0,015","0,006",,"0,040","2,000",,"0,717","0,144","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,054","0,568","0,080",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПГ 900 шпон тик",,,,"0,014",,"36,000","4,090",,,,,,,,,"0,030",,,,,,,"0,0063","0,0014",,,"4,000",,,,,,"6,484",,,,,,,,,,,,"0,010","0,061","0,810","0,008",,"0,001","0,015","0,014",,"0,002",,,,"1,743",,,,,"0,015","0,007",,"0,040","2,000",,"0,717","0,160","0,051","8,000",,,,,,,,,,,,,,"0,001","0,070",,,,"0,061","0,636","0,090",,,,,,,,,,,,,,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,,,,,
"Танго ПО 600 шпон тик",,,,"0,008",,"60,000","2,748","0,0040",,,,"4,300",,,,"0,030",,,"0,040",,,,"0,0057","0,0014",,"16,000","8,000",,,,,,"4,714",,,,,,,,,,,,"0,010","0,061","0,440","0,040",,"0,001","0,007","0,007",,"0,002",,,,"0,739",,,,"0,171","0,075","0,003",,"0,040","2,000","0,400","0,450","0,112","0,071","4,000",,,"0,050","4,000",,,,,,,"32,000",,"0,016","0,001","0,085",,,,"0,033","0,351","0,048",,,,,,,,,,"0,001",,"0,033",,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,"0,010",,,,,,,,,,"0,289",,,,"0,001",,"0,001",,,,,,,,,,,,,,
"Танго ПО 700 шпон тик",,,,"0,010",,"60,000","3,195","0,0044",,,,"4,300",,,,"0,030",,,"0,040",,,,"0,0059","0,0014",,"16,000","8,000",,,,,,"5,263",,,,,,,,,,,,"0,010","0,061","0,529","0,005",,"0,001","0,009","0,009",,"0,002",,,,"0,861",,,,"0,171","0,075","0,004",,"0,040","2,000","0,500","0,550","0,128","0,081","4,000",,,"0,050","4,000",,,,,,,"32,000",,"0,016","0,001","0,085",,,,"0,040","0,419","0,058",,,,,,,,,,"0,001",,"0,033",,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,"0,010",,,,,,,,,,"0,289",,,,"0,001",,"0,001",,,,,,,,,,,,,,
"Танго ПО 800 шпон тик",,,,"0,011",,"60,000","3,643","0,0044",,,,"4,300",,,,"0,030",,,"0,040",,,,"0,0061","0,0014",,"16,000","8,000",,,,,,"5,845",,,,,,,,,,,,"0,010","0,061","0,617","0,006",,"0,001","0,011","0,011",,"0,002",,,,"1,052",,,,"0,171","0,075","0,004",,"0,040","2,000","0,667","0,717","0,144","0,091","4,000",,,"0,050","4,000",,,,,,,"32,000",,"0,016","0,001","0,085",,,,"0,046","0,487","0,068",,,,,,,,,,"0,001",,"0,033",,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,"0,010",,,,,,,,,,"0,289",,,,"0,001",,"0,001",,,,,,,,,,,,,,
"Танго ПО 900 шпон тик",,,,"0,013",,"60,000","4,090","0,0044",,,,"4,300",,,,"0,030",,,"0,040",,,,"0,0063","0,0014",,"16,000","8,000",,,,,,"6,484",,,,,,,,,,,,"0,010","0,061","0,706","0,007",,"0,001","0,012","0,012",,"0,002",,,,"1,306",,,,"0,171","0,075","0,005",,"0,040","2,000","0,667","0,717","0,160","0,101","4,000",,,"0,050","4,000",,,,,,,"32,000",,"0,016","0,001","0,085",,,,"0,053","0,555","0,078",,,,,,,,,,"0,001",,"0,033",,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,"0,010",,,,,,,,,,"0,289",,,,"0,001",,"0,001",,,,,,,,,,,,,,
"Твист 12-3 ПГ 550 укороченное шпон красное дерево",,,,,,"60,000","2,748",,,,,,,"0,006",,"0,002",,"0,060",,"0,0333",,,"0,0057","0,0026","0,017",,,,,,,,,,,,,,,,,,,"4,560","0,020","0,061","0,544","0,005","0,001","0,001",,"0,008","4,000","0,002",,,,"0,730",,,,"0,610","0,061","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000","0,004",,,,,,,,,,,,,"0,001","0,202",,,"0,018","0,046",,"0,053",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,002","0,001","0,001",,
"Твист 12-3 ПГ 600 шпон красное дерево",,,,,,"60,000","2,748",,,,,,,"0,006",,"0,002",,"0,060",,"0,0333",,,"0,0057","0,0026","0,017",,,,,,,,,,,,,,,,,,,"4,560","0,020","0,061","0,544","0,005","0,001","0,001",,"0,008","4,000","0,002",,,,"0,730",,,,"0,610","0,061","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000","0,004",,,,,,,,,,,,,"0,001","0,202",,,"0,018","0,046",,"0,053",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,002","0,001","0,001",,
"Твист 12-3 ПГ 600 укороченное шпон красное дерево",,,,,,"60,000","2,748",,,,,,,"0,006",,"0,002",,"0,060",,"0,0333",,,"0,0057","0,0026","0,017",,,,,,,,,,,,,,,,,,,"4,560","0,020","0,061","0,544","0,005","0,001","0,001",,"0,008","4,000","0,002",,,,"0,730",,,,"0,610","0,061","0,005",,"0,040","2,000",,"0,450","0,112","0,051","8,000","0,004",,,,,,,,,,,,,"0,001","0,202",,,"0,018","0,046",,"0,053",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,002","0,001","0,001",,
"Твист 12-3 ПГ 700 шпон красное дерево",,,,,,"60,000","3,195",,,,,,,"0,006",,"0,002",,"0,073",,"0,0396",,,"0,0059","0,0026","0,019",,,,,,,,,,,,,,,,,,,"5,640","0,020","0,061","0,633","0,006","0,001","0,001",,"0,010","4,000","0,002",,,,"0,891",,,,"0,706","0,071","0,006",,"0,040","2,000",,"0,550","0,128","0,051","8,000","0,004",,,,,,,,,,,,,"0,001","0,208",,,"0,019","0,056",,"0,062",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,003","0,001","0,001",,
"Твист 12-3 ПГ 800 шпон красное дерево",,,,,,"60,000","3,643",,,,,,,"0,008",,"0,004",,"0,100",,"0,0458",,,"0,0063","0,0026","0,022",,,,,,,,,,,,,,,,,,,"6,720","0,020","0,061","0,721","0,007","0,001","0,001",,"0,011","4,000","0,002",,,,"1,051",,,,"0,802","0,080","0,006",,"0,040","2,000",,"0,717","0,144","0,051","8,000","0,005",,,,,,,,,,,,,"0,001","0,220",,,"0,020","0,064",,"0,070",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,003","0,002","0,002",,
"Твист 12-3 ПГ 900 шпон красное дерево",,,,,,"64,000","4,090",,,,,,,"0,008",,"0,004",,"0,100",,"0,0520",,,"0,0063","0,0035","0,024",,,,,,,,,,,,,,,,,,,"6,720","0,020","0,061","0,810","0,008","0,001","0,001",,"0,013","4,000","0,002",,,,"1,149",,,,"0,898","0,090","0,007",,"0,040","2,000",,"0,717","0,160","0,051","8,000","0,005",,,,,,,,,,,,,"0,001","0,226",,,"0,021","0,072",,"0,079",,,,,,,,,,,,,,,,,,,,,,,,"0,585","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001",,,,,,,,,,,,"0,004","0,002","0,002",,
"Твист 12-3 ПО 600 шпон красное дерево",,,,,,"60,000","2,748",,,,,,,"0,002","0,001","0,008",,"0,060","0,020","0,0333",,,"0,0057","0,0026","0,018",,,,,,,,,,,,,,,,,,,"3,480","0,020","0,061","0,394","0,004","0,001","0,001",,"0,006","4,000","0,001",,,,"0,448",,,,"0,595","0,059","0,003",,"0,040","2,000",,"0,450","0,110","0,071","4,000","0,005",,"0,100","4,000",,,"0,555",,,,"24,000",,,"0,001","0,226",,,"0,021","0,033",,"0,038",,,,,,,,,,,,,,,,,,,,,,,,"0,550","0,200","0,006",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,0005",,,,,,,,,,,"0,002","0,001","0,001",,
"Твист 12-3 ПО 700 шпон красное дерево",,,,,,"60,000","3,195",,,,,,,"0,002","0,001","0,008",,"0,073","0,020","0,0396",,,"0,0059","0,0026","0,020",,,,,,,,,,,,,,,,,,,"4,020","0,020","0,061","0,439","0,004","0,001","0,001",,"0,007","4,000","0,001",,,,"0,504",,,,"0,663","0,066","0,004",,"0,040","2,000",,"0,550","0,128","0,081","4,000","0,005",,"0,100","4,000",,,"0,675",,,,"24,000",,,"0,001","0,232",,,"0,022","0,038",,"0,042",,,,,,,,,,,,,,,,,,,,,,,,"0,565","0,200","0,007",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,0005",,,,,,,,,,,"0,002","0,001","0,001",,
"Твист 12-3 ПО 800 шпон красное дерево",,,,,,"60,000","3,643",,,,,,,"0,004","0,001","0,010",,"0,100","0,020","0,0458",,,"0,0063","0,0026","0,023",,,,,,,,,,,,,,,,,,,"5,100","0,020","0,061","0,485","0,005","0,001","0,001",,"0,008","4,000","0,001",,,,"0,560",,,,"0,727","0,073","0,004",,"0,040","2,000",,"0,717","0,144","0,091","4,000","0,006",,"0,100","4,000",,,"0,825",,,,"24,000",,,"0,001","0,244",,,"0,023","0,042",,"0,047",,,,,,,,,,,,,,,,,,,,,,,,"0,575","0,200","0,008",,,,,"0,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,001","0,0005",,,,,,,,,,,"0,002","0,001","0,001",,
